text,cluster
will need to adjust for personal taste.  i was buying 1-2 starbucks chai tea lattes every day and quickly realized i was spending $100. - $200. on lattes every month.  i read the ingredients from latte mixes and came up with this recipe.  i like it best with brown sugar although it's also great with honey (and a little healthier)   a bonus:  i like this recipe much better than a starbuck's chai tea latte!,5
"my husband spent some time in louisiana and became very fond of the food there.  now, anything cajun he just devours.  i have several recipes from a deck of playing cards called ""deck o'meals""  louisiana cajun.  here is one of 52:)",6
this tasty salsa is a wonderful addition to grilled seafood!  we enjoy it with recipe #228357,3
"i was looking for a way to get some more dairy in my diet without including any milk.  starting with a recipe that my daughter uses and going from there i came up with the following: the first one i made did not have any sweeteners and it was a bit tart, so next time i used about 3/4 of a teaspoon of honey.  i am calling for using an unsweetened mixed berry blend, but i can’t wait to try different fruits.*update: when i used a mixture of mango and strawberries i did not need the honey",5
"i've been hanging on an old magazine recipe clipping for years. finally, i made this recipe and, wow, it's great. i used jumbo strawberries, but you can also use regular-size strawberries. serve an appetizer or a dessert!  the filling is not overly sweet, and you can add powdered sugar to taste if you want a sweeter cheese mixture.  i've found that there's more than enough filling for 12 medium-large strawberries.  if you don't have time to pipe the filling, you can serve it in a bowl as a dip.",5
"these are good if you are having friends over for a drink..
best cooked straight away. 
they are great served with sweet chili sauce, or a garlic sauce.
are great for a main meal.",3
"i made these for my dad for father's day this year. the recipe comes from allrecipes.com. they're good, but i think mine need a little something extra. the recipe calls for lemon-extract, but i didn't have any, so instead i used the zest of one lemon, plus the juice from half. still a little lacking in lemon flavour, so i think i'll make a lemon glaze to brush on top before i give them to him! i also omitted the almonds, as i was trying to make them as close to the muffins he buys on the road as i could! not overly sweet.",2
"these are great and so easy!!!! the original recipe does not call for chicken, but sometimes i do add it for my husband. you can use corn tortillas or flour, i use flour because that way they dont split. one pan i use red sauce for hubby and second pan i do green sauce for me. iam not exactly sure how many these make because when you add chicken it makes more then usual.
update: 2-09: i apoligize for the sauce amount. it is the larger can you need not the 10 oz size. i use that size usually because i use one green and one red(green for me red for hubby) i will change the size now!",1
excellent copycat of the original recipe.,4
"if you have a mug that will hold 1-1/2 cups, you can make this delicious ginger-
bread cake mix for a gift for someone special -- or for yourself -- to celebrate the upcoming season.  make up the cake mix and enclose it in a sandwich-size ziplock bag.  place the sealed bag in a mug and present it with the following directions.",2
sample middle eastern cooking with this simple and quick-to-make chickpea dish by mike robinson.,1
"i found this recipe from food network, giada make this, i thought easy and delicious, without make pan dirty.what a good dish! i made some change, hope you will like it!",3
"i have been making my own organic hemp milk for quite a long time.  when you make your own it is stronger then what you buy in the grocery store, so be prepared to taste more of the hemp flavor.  you will need a high powered blender for this to break the seeds down.  i have a vita-mix and it works perfect.  you will also need a seed bag to strain the milk from the seeds.  i got mine online.  here's a link: http://www.therawfoodworld.com/index.php?cpath=100156&gclid=ck-i0bn8-jwcfsn6agodrfvdag",5
"very simple to make but very fresh, flavorful & filling!  feel free to add in any, all, or other veggies for the hot pot ingredients!",4
"from everyday italian, you gotta try this! there is an inactive prep time of about 2 1/2 hours. enjoy!",3
"adapted from bobby flay, but the fat is cut by almost 80%! 
it doesn't make much, but the flavor is strong, and enhances a salad very well.",7
"these tea cakes are make with xylitol sugar substitute and butter to cut down on calories but not on taste. very, very good.",2
"i got this recipe from foodnetwork.com...it was easy and very tasty.

copyright, 2007, ellie krieger, all rights reserved
show:  	healthy appetite with ellie krieger
episode:  	mood food",4
"good for breakfast, snack, very hot after a cold day.",6
"this was a very crisp refreshing salad - i found it to be a perfect foil to the traditional heavy thanksgiving spread.  and it was so simple to make!  i did all the prep ahead of time, and simply tossed the celery and apple peices into cold water with some lemon juice to prevent browning.  i would definately put this on the menu for next year.
[bon appetit, november 2005]",7
